customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,SeniorCitizenCateg,Monthlycharges_group,tenure_group,TotalChargeperTenure,TotalServices,EngagementScore,Borough
5652-MSDEY,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,No,61-90$,0-12 months,77.72999999999999,2,0,Brooklyn
7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,No,61-90$,0-12 months,92.72500000000001,3,2,Staten Island
1810-BOHSY,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,No,91-120$,49-72 months,96.29509803921569,5,3,Brooklyn
1784-BXEFA,Female,0,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.55,187.35,No,No,0-30$,0-12 months,18.735,1,0,Manhattan
7351-MHQVU,Female,0,No,No,6,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,No,31-60$,0-12 months,51.26666666666667,4,4,Manhattan
9224-VTYID,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,No,91-120$,25-48 months,91.87978723404257,8,6,Manhattan
9500-IWPXQ,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,No,61-90$,49-72 months,79.02540983606558,7,5,Queens
5762-TJXGK,Female,0,No,No,52,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,No,31-60$,49-72 months,58.43365384615385,5,5,Brooklyn
4504-YOULA,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,No,31-60$,25-48 months,61.05428571428572,4,2,Manhattan
5569-IDSEY,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,No,91-120$,49-72 months,105.24154929577465,6,4,The Bronx
4250-FDVOU,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,No,31-60$,0-12 months,64.85000000000001,3,2,Staten Island
7284-ZZLOH,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,No,31-60$,25-48 months,51.02777777777778,3,2,Brooklyn
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,Yes,61-90$,0-12 months,93.725,3,1,Brooklyn
2141-RRYGO,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,No,61-90$,0-12 months,65.3125,4,3,The Bronx
1777-JYQPJ,Male,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,No,0-30$,0-12 months,19.225,0,0,Manhattan
6376-GAHQE,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,No,61-90$,0-12 months,74.8,2,1,The Bronx
3401-URHDA,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,No,31-60$,49-72 months,59.67843137254902,4,2,Brooklyn
1599-EAHXY,Male,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),23.95,1506.4,No,No,0-30$,49-72 months,25.10666666666667,2,0,Manhattan
8631-XVRZL,Male,0,No,No,9,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.15,163.7,No,No,0-30$,0-12 months,18.188888888888886,1,0,Manhattan
5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,No,91-120$,0-12 months,107.75,6,4,Manhattan
3853-LYGAM,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,No,91-120$,13-24 months,96.47058823529412,5,3,Queens
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,No,61-90$,0-12 months,95.2625,3,1,Brooklyn
5751-USDBL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,No,61-90$,25-48 months,83.61630434782609,6,5,Manhattan
5680-LQOGP,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,No,61-90$,49-72 months,83.03823529411765,7,6,Brooklyn
2386-LAHRK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,No,31-60$,0-12 months,53.5,2,1,Queens
8189-DUKMV,Female,0,Yes,No,4,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.5,79.05,No,No,0-30$,0-12 months,19.7625,1,0,Staten Island
6032-IGALN,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,No,0-30$,0-12 months,25.1,0,0,Queens
9931-DCEZH,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,No,31-60$,25-48 months,54.16428571428571,3,2,The Bronx
1898-JSNDC,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,No,31-60$,25-48 months,57.03846153846154,3,2,Brooklyn
0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,No,61-90$,0-12 months,80.79545454545455,3,2,Manhattan
3911-RSNHI,Female,0,Yes,No,71,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,No,61-90$,49-72 months,60.70915492957747,5,5,Staten Island
2410-CIYFZ,Male,0,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,42.9,No,No,0-30$,0-12 months,21.45,1,0,Brooklyn
4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,Yes,61-90$,25-48 months,78.83833333333334,3,2,Brooklyn
5505-OVWQW,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,353.65,No,No,0-30$,13-24 months,20.802941176470586,1,0,Queens
7271-AJDTL,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,No,91-120$,49-72 months,92.23818181818183,5,3,Brooklyn
1867-TJHTS,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,No,61-90$,49-72 months,78.0491379310345,3,1,Manhattan
0516-WJVXC,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,No,31-60$,0-12 months,61.65,3,2,The Bronx
9174-FKWZE,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,Yes,0-30$,0-12 months,19.45,1,0,Queens
6860-YRJZP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,Yes,61-90$,0-12 months,75.38333333333334,2,0,Brooklyn
4429-WYGFR,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,No,31-60$,25-48 months,47.58846153846154,2,1,Queens
2817-LVCPP,Female,0,No,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,1023.95,No,No,0-30$,49-72 months,20.479,1,0,Manhattan
5038-ETMLM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,No,91-120$,49-72 months,113.64930555555556,8,6,Brooklyn
5056-FIMPT,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,No,91-120$,25-48 months,105.40232558139536,6,5,Manhattan
4521-WFJAI,Male,0,No,No,56,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,No,0-30$,49-72 months,25.786607142857143,2,0,Manhattan
6569-KTMDU,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.1,19.1,No,No,0-30$,0-12 months,19.1,1,0,Manhattan
8809-RIHDD,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,No,91-120$,49-72 months,102.39791666666666,6,4,Brooklyn
8809-XKHMD,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,No,91-120$,49-72 months,101.73750000000001,6,4,Manhattan
0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,No,91-120$,25-48 months,96.50555555555555,4,2,Brooklyn
0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,No,61-90$,0-12 months,78.53,5,4,Brooklyn
4822-NGOCH,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,No,61-90$,13-24 months,81.43076923076923,4,2,The Bronx
9391-DXGGG,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,Yes,61-90$,25-48 months,90.69886363636364,4,3,Manhattan
9844-FELAJ,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,Yes,91-120$,49-72 months,106.79785714285715,7,5,Brooklyn
2122-SZZZD,Male,0,No,No,44,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.5,835.5,No,No,0-30$,25-48 months,18.988636363636363,1,0,Brooklyn
5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,Yes,61-90$,25-48 months,82.14375,3,1,Brooklyn
3148-AOIQT,Female,0,Yes,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.95,1718.35,No,No,0-30$,49-72 months,24.903623188405795,2,0,Brooklyn
8679-JOEVF,Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,Yes,31-60$,13-24 months,63.99375,3,2,Brooklyn
8395-ETZKQ,Male,1,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.5,1193.55,No,Yes,0-30$,49-72 months,17.55220588235294,1,0,Brooklyn
6692-YQHXC,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,No,61-90$,13-24 months,75.34375,1,0,Queens
3889-VWBID,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,No,61-90$,49-72 months,84.94779411764705,6,5,Manhattan
5222-JCXZT,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,78.9,No,No,0-30$,0-12 months,19.725,1,0,Manhattan
9754-CLVZW,Female,0,Yes,Yes,26,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,No,31-60$,25-48 months,39.42884615384616,3,3,Manhattan
1432-FPAXX,Female,0,No,No,29,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,No,31-60$,25-48 months,29.529310344827586,1,1,Brooklyn
2739-CCZMB,Male,0,No,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.35,122.0,No,No,0-30$,0-12 months,24.4,1,0,Staten Island
7080-TNUWP,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,No,91-120$,49-72 months,94.32714285714285,5,3,The Bronx
0496-AHOOK,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,No,61-90$,13-24 months,71.37083333333334,5,4,The Bronx
8336-TAVKX,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,Yes,61-90$,49-72 months,78.92013888888889,7,5,The Bronx
2468-SJFLM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,No,61-90$,0-12 months,74.3,2,1,The Bronx
3181-VTHOE,Male,0,Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,No,31-60$,49-72 months,51.93071428571429,4,4,Manhattan
7168-HDQHG,Female,0,Yes,Yes,36,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,No,0-30$,25-48 months,19.525,1,0,Brooklyn
4803-AXVYP,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,Yes,91-120$,25-48 months,98.26973684210526,5,3,Manhattan
3884-HCSWG,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,No,61-90$,13-24 months,67.32352941176471,1,0,Manhattan
4567-AKPIA,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,No,91-120$,25-48 months,108.64024390243902,7,5,Manhattan
5077-DXTCG,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,No,31-60$,0-12 months,45.3,1,0,Manhattan
1142-WACZW,Male,0,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,No,0-30$,0-12 months,37.8,1,1,Brooklyn
7901-HXJVA,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,No,61-90$,13-24 months,79.825,2,1,Queens
5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,Yes,91-120$,0-12 months,90.125,5,4,The Bronx
4892-VLANZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,19.8,Yes,No,0-30$,0-12 months,19.8,1,0,Manhattan
5924-IFQTT,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,No,61-90$,13-24 months,71.54230769230769,6,4,Manhattan
7968-QUXNS,Male,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.95,110.15,No,No,0-30$,0-12 months,18.358333333333334,1,0,Brooklyn
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,No,61-90$,0-12 months,83.4,2,1,Queens
4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,No,91-120$,0-12 months,93.01,5,4,The Bronx
8903-WMRNW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,No,91-120$,13-24 months,111.29333333333334,5,4,Manhattan
2452-SNHFZ,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,No,61-90$,25-48 months,75.42765957446808,2,1,The Bronx
3629-WEAAM,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,No,61-90$,0-12 months,63.00625,4,3,Queens
6029-CSMJE,Male,0,No,No,17,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,No,0-30$,13-24 months,25.894117647058824,0,0,Manhattan
7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,No,61-90$,13-24 months,76.77,2,1,Brooklyn
9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,No,91-120$,25-48 months,95.20576923076922,5,4,Manhattan
9099-FTUHS,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,No,31-60$,13-24 months,54.31521739130435,3,1,Queens
0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,Yes,61-90$,0-12 months,79.4375,2,1,Queens
4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.85,535.05,No,No,0-30$,25-48 months,18.45,1,0,Manhattan
9467-ROOLM,Female,0,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,461.3,No,No,0-30$,25-48 months,18.452,1,0,The Bronx
3030-YZADT,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,No,31-60$,0-12 months,47.888888888888886,1,0,Brooklyn
7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,No,31-60$,13-24 months,48.797222222222224,2,1,The Bronx
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,Yes,91-120$,0-12 months,111.91666666666667,4,2,Queens
2253-KPMNB,Female,0,Yes,Yes,69,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,No,31-60$,49-72 months,45.23768115942029,4,4,Queens
1345-ZUKID,Male,0,No,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.35,324.8,No,No,0-30$,13-24 months,23.2,1,0,Brooklyn
6429-SHBCB,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,No,61-90$,13-24 months,73.39736842105263,4,2,Queens
9281-OFDMF,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,Yes,91-120$,25-48 months,87.51923076923077,4,2,Queens
2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,No,91-120$,25-48 months,101.40806451612903,5,4,Brooklyn
1834-WULEG,Male,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,439.75,No,No,0-30$,13-24 months,18.322916666666668,1,0,Queens
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,No,31-60$,13-24 months,47.457142857142856,2,1,The Bronx
5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,No,61-90$,49-72 months,74.36796875,6,5,Brooklyn
4893-GYUJU,Female,0,No,No,50,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.35,1033.0,No,No,0-30$,49-72 months,20.66,1,0,Manhattan
4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,No,61-90$,49-72 months,66.97788461538461,5,4,Queens
7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,No,91-120$,25-48 months,96.01607142857142,5,3,Manhattan
8908-SLFCJ,Female,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.85,435.25,No,No,0-30$,13-24 months,20.726190476190474,1,0,Brooklyn
8393-DLHGA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,No,91-120$,25-48 months,97.95,4,3,Brooklyn
9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.35,307.0,No,No,0-30$,13-24 months,18.058823529411764,1,0,Brooklyn
6968-MHOMU,Male,0,Yes,No,58,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,No,31-60$,49-72 months,46.36810344827586,2,2,Brooklyn
7395-IGJOS,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,Yes,61-90$,13-24 months,78.18823529411765,2,1,Brooklyn
5044-XDPYX,Female,0,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.5,1281.25,No,No,0-30$,49-72 months,25.122549019607842,2,0,Manhattan
1814-WFGVS,Male,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,No,31-60$,49-72 months,48.986111111111114,4,4,The Bronx
2834-SPCJV,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,No,61-90$,49-72 months,83.6278846153846,3,2,The Bronx
3721-WKIIL,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,561.15,No,No,0-30$,25-48 months,20.78333333333333,1,0,Manhattan
6734-CKRSM,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,63.6,No,No,0-30$,0-12 months,21.2,1,0,Brooklyn
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,No,61-90$,49-72 months,80.1453125,7,5,Queens
6568-POCUI,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,No,91-120$,25-48 months,95.24000000000001,4,3,Queens
7890-VYYWG,Male,1,Yes,No,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,Yes,31-60$,0-12 months,31.233333333333334,1,1,Brooklyn
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,No,61-90$,49-72 months,83.02112676056338,7,5,Manhattan
9907-SWKKF,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,Yes,0-30$,0-12 months,25.05,0,0,Manhattan
3457-PQBYH,Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.3,1160.75,No,No,0-30$,49-72 months,20.012931034482758,1,0,Queens
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,No,61-90$,25-48 months,90.93382352941177,4,3,Queens
0587-DMGBH,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,No,31-60$,0-12 months,45.69375,2,1,The Bronx
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,272.95,No,No,0-30$,13-24 months,18.196666666666665,1,0,The Bronx
3745-HRPHI,Male,0,Yes,Yes,66,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,No,31-60$,49-72 months,55.03030303030303,4,4,Queens
7636-OWBPG,Male,1,No,No,12,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,Yes,0-30$,0-12 months,31.766666666666666,1,1,The Bronx
1231-YNDEK,Male,0,No,No,58,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,No,0-30$,49-72 months,17.853448275862068,1,0,Staten Island
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.1,52.0,No,No,0-30$,0-12 months,17.333333333333332,1,0,Queens
6397-JNZZG,Female,1,Yes,No,43,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,Yes,31-60$,25-48 months,54.46976744186046,4,4,Queens
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,No,61-90$,0-12 months,72.65555555555555,3,2,Queens
4393-OBCRR,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,71.2,No,No,0-30$,0-12 months,23.733333333333334,1,0,The Bronx
